nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
URS0000D4AADA/Ruminococcus,0,0,0,0,4,0,2,0,2,2,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,10,4,0,0,0,0,0,1,0,4,0,4,1,1,0,0,4,11,0,0,0,0,14,0,0,0,3,0,0,0,12,0,0,0,0,pre_miRNA
URS0000D54FCF/Herpesvirus,2,1,2,0,2,0,1,0,1,0,0,1,0,0,2,2,0,1,1,0,0,0,1,3,0,4,0,1,1,1,1,0,0,0,2,0,0,0,0,0,2,3,0,0,2,1,1,1,1,2,1,1,2,0,1,3,1,0,0,0,0,0,0,1,pre_miRNA
URS0000D558FD/Herpesvirus,1,2,2,1,3,0,1,2,0,1,0,0,0,0,1,2,1,2,0,1,0,0,1,0,0,1,0,3,0,1,2,0,1,0,2,0,1,0,0,0,0,1,1,1,2,0,1,1,1,1,0,1,3,0,0,1,0,2,1,0,3,0,0,1,pre_miRNA
URS0000D55E2F/Herpesvirus,1,1,3,0,1,1,0,1,0,1,1,1,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,2,1,3,0,1,0,1,0,3,5,0,2,0,0,0,0,1,2,0,0,1,3,1,4,2,pre_miRNA
URS0000D785C6/Micromonospora,0,1,0,1,1,2,3,1,0,0,2,1,0,1,1,1,0,4,0,0,0,3,3,0,2,1,6,3,2,1,0,0,0,1,2,3,1,2,3,3,3,0,2,2,0,4,2,0,0,2,0,1,0,1,2,0,5,0,1,0,0,3,1,0,pre_miRNA
URS0000D79142/Jiangella,2,0,0,0,2,4,0,1,1,1,2,1,0,0,0,0,0,2,1,1,0,1,3,0,3,1,6,1,0,2,2,1,0,0,4,0,0,4,3,2,2,2,0,1,0,5,2,3,1,0,0,3,1,1,1,1,2,0,2,1,0,1,0,0,pre_miRNA
URS0000D7A3F3/Sphingopyxis,0,0,1,0,0,2,3,2,1,1,1,0,1,0,0,1,1,0,3,1,2,0,0,1,2,3,2,1,0,2,0,4,1,1,0,2,0,2,3,0,4,0,0,1,0,3,4,2,0,1,0,2,1,2,2,1,0,2,3,2,0,2,1,0,pre_miRNA
URS0000D7AD65/Sphingomonas,0,0,0,0,1,3,3,1,0,1,1,0,0,0,1,1,1,1,0,0,0,6,4,0,1,5,7,2,1,3,1,2,0,3,1,3,2,4,4,2,2,0,3,1,0,3,1,0,0,1,1,0,1,2,2,0,2,2,1,2,0,0,1,2,pre_miRNA
URS0000D7CEA0/Acidobacteria,0,1,1,0,1,2,2,1,2,0,0,1,0,3,0,0,0,4,0,0,0,5,4,0,5,2,7,1,0,1,0,0,3,1,2,2,0,4,5,1,2,1,2,1,0,2,1,0,0,0,0,0,1,3,1,0,0,1,2,0,0,0,0,0,pre_miRNA
URS0000D7D9E8/Hymenobacter,1,1,0,2,2,0,4,0,2,0,0,2,1,2,3,1,1,2,2,1,1,2,1,3,3,1,1,1,0,4,0,2,1,3,3,1,2,0,2,0,2,2,1,1,1,2,0,0,0,1,0,1,0,2,3,3,0,3,1,1,2,0,0,2,pre_miRNA
URS0000D7E2C7/Pseudonocardia,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,3,2,0,4,7,2,2,3,1,0,0,2,2,0,0,2,5,1,2,6,2,3,0,1,3,1,0,0,0,0,1,4,2,1,0,1,2,1,0,0,0,1,pre_miRNA
URS0000D7E4C0/Sphingopyxis,1,1,0,2,1,2,3,0,0,1,2,0,0,0,0,0,1,2,1,1,0,6,4,1,0,6,2,2,1,2,1,2,2,0,1,0,1,5,5,2,2,3,7,0,1,1,0,0,0,0,1,0,2,0,1,0,0,2,1,1,0,2,1,0,pre_miRNA
URS0000D7FA9B/Jiangella,1,0,0,0,2,1,2,1,1,1,3,1,0,0,0,0,0,2,1,1,0,5,4,2,1,3,1,0,0,2,3,3,0,1,2,1,0,2,3,2,3,0,3,1,0,5,1,0,1,0,0,3,1,0,0,1,3,2,3,0,0,1,1,0,pre_miRNA
URS0000D80279/Massilia,0,2,1,1,2,2,1,0,0,2,2,2,1,1,1,1,3,2,1,3,2,6,5,1,2,3,1,1,2,2,2,0,1,0,2,2,0,5,4,2,2,5,7,0,1,0,1,1,1,1,0,0,0,2,3,0,1,2,2,1,1,0,0,0,pre_miRNA
URS0000D80425/Sphingomonas,0,0,0,1,0,1,1,4,1,3,0,1,0,1,1,0,2,0,2,1,4,4,2,0,2,6,7,0,1,4,2,2,1,0,2,3,2,3,6,1,4,1,5,2,0,3,1,1,0,1,1,2,0,4,5,1,0,3,0,0,0,4,0,0,pre_miRNA
URS0000D8052E/Betaproteobacteria,2,0,2,2,3,1,4,1,0,3,0,2,2,2,1,1,3,2,1,1,0,0,3,2,1,1,0,1,2,4,1,2,0,1,2,0,2,1,2,1,3,1,2,4,1,1,1,3,2,3,2,3,2,1,1,0,2,1,2,2,1,2,1,1,pre_miRNA
URS0000D83EA8/Sphingomonas,0,1,0,0,1,2,1,0,0,1,2,0,0,0,1,0,1,3,0,1,1,4,3,0,2,4,8,1,0,2,0,2,1,1,1,1,1,6,4,1,1,1,3,2,1,2,3,0,0,0,0,0,0,2,3,1,1,1,1,1,0,0,0,0,pre_miRNA
URS0000D85B57/Tessaracoccus,1,0,1,0,3,2,2,1,2,1,1,1,0,0,1,0,1,3,0,1,0,4,3,2,3,2,1,1,0,3,1,0,0,0,4,0,3,2,2,0,3,4,3,2,0,3,1,0,1,1,3,1,0,0,2,0,0,1,1,0,0,0,0,1,pre_miRNA
URS0000D86A8F/Sphingopyxis,1,2,0,0,0,3,2,1,3,2,1,0,0,1,2,1,2,0,4,0,1,3,6,5,3,3,4,1,0,5,1,2,1,0,2,4,0,5,4,1,4,5,6,1,1,2,2,1,1,0,2,0,1,3,3,1,1,3,1,1,0,2,0,1,pre_miRNA
URS0000D88C5D/Arthrobacter,0,0,2,0,0,1,0,0,1,2,2,1,0,1,1,2,2,1,0,0,0,3,2,1,1,1,2,2,0,0,2,4,1,0,0,2,4,1,3,2,1,4,0,0,0,0,0,1,1,2,0,1,0,1,1,1,0,1,0,2,1,2,4,0,pre_miRNA
URS0000D8AC48/Massilia,1,1,1,1,0,2,0,0,0,2,2,2,0,2,0,1,1,1,1,2,1,5,6,1,2,2,1,2,0,3,1,2,0,0,1,2,0,5,4,1,2,2,7,0,2,0,2,2,0,1,0,0,2,2,2,0,0,3,2,2,1,0,1,0,pre_miRNA
URS0000D90A97/Actinomycetales,0,0,1,2,0,0,2,2,2,0,1,0,0,0,1,0,0,4,0,0,3,4,1,0,3,2,4,4,0,3,1,0,1,0,1,0,1,5,7,0,3,4,4,2,0,2,2,0,0,2,1,0,0,1,3,0,0,1,0,2,0,1,3,0,pre_miRNA
URS0000D91301/Desulfotomaculum,3,0,0,1,0,1,1,2,1,0,1,3,0,5,2,7,3,1,3,1,2,1,0,0,0,0,1,2,0,1,3,0,1,2,0,3,2,1,1,1,1,0,1,0,0,1,1,2,6,1,0,0,3,3,0,1,4,1,3,0,0,1,1,3,pre_miRNA
URS0000D91B42/Streptomyces,0,2,0,0,0,0,0,0,3,1,1,1,0,1,1,0,0,2,1,0,0,5,6,0,2,1,4,1,0,3,1,0,1,1,0,2,1,4,7,0,0,3,3,2,0,1,0,1,0,0,0,0,0,2,1,1,1,0,1,2,0,1,1,0,pre_miRNA
URS0000D92845/Arthrobacter,0,0,1,1,1,3,0,2,0,1,0,0,1,0,0,3,0,2,1,0,1,1,3,0,1,7,5,0,1,1,1,1,4,0,1,1,0,1,5,2,3,0,5,3,0,2,1,1,0,0,1,0,0,3,4,0,0,3,1,0,0,3,0,0,pre_miRNA
URS0000D949AA/Mycobacterium,4,0,1,0,0,0,2,1,0,0,0,1,0,8,0,0,1,5,5,0,2,4,2,0,4,2,2,0,1,1,0,0,0,1,1,0,0,3,7,4,2,2,4,3,0,0,0,0,0,0,0,0,1,0,2,0,3,2,2,0,0,0,0,0,pre_miRNA
URS0000D94D89/Actinophytocola,0,0,0,0,1,1,0,1,0,0,3,1,0,0,0,1,0,0,1,0,0,4,2,1,3,3,2,4,0,2,2,1,0,1,1,0,1,3,9,1,2,3,2,2,0,4,2,0,0,4,1,0,0,0,2,0,1,1,4,0,0,0,0,0,pre_miRNA
URS0000D95B23/Acinetobacter,5,3,1,6,3,1,1,1,0,2,1,3,3,2,5,8,4,2,0,2,2,2,2,2,2,1,1,2,1,3,1,2,3,0,1,0,1,0,0,3,3,0,1,0,1,2,2,6,4,5,3,5,7,0,1,3,1,1,1,4,3,5,2,2,pre_miRNA
URS0000D962D8/Massilia,0,1,1,1,1,0,2,0,0,3,2,2,0,1,0,1,2,4,1,2,2,6,5,2,1,2,1,0,1,3,1,1,0,0,1,2,0,4,4,3,4,2,6,0,2,0,1,0,0,0,0,0,0,2,2,0,0,4,2,1,2,0,1,0,pre_miRNA
URS0000D98978/Hymenobacter,1,0,1,0,1,2,3,1,3,0,2,1,0,0,1,0,1,2,1,0,2,3,0,2,2,1,1,4,0,2,3,2,0,3,2,1,2,2,0,0,1,3,2,0,1,3,2,0,0,1,2,1,1,1,2,4,0,1,0,2,1,1,1,0,pre_miRNA
URS0000D9A81E/Spirosoma,1,0,0,0,1,1,2,0,3,1,0,1,5,3,2,3,1,2,3,1,1,4,2,5,0,1,2,0,2,1,2,2,0,0,4,3,2,0,1,2,4,4,1,2,1,2,1,2,0,2,4,2,0,0,1,7,0,5,2,2,2,2,1,8,pre_miRNA
URS0000D9D09D/Rhodococcus,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,2,0,0,2,3,0,1,5,0,1,0,1,0,0,0,0,0,0,0,3,4,2,2,0,3,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,pre_miRNA
URS0000D9EF0E/Verrucomicrobia,1,0,1,1,1,2,1,0,1,2,1,0,1,1,2,0,2,1,1,1,1,3,2,0,2,4,9,3,0,0,1,1,2,1,0,1,2,8,5,2,1,2,2,0,1,2,2,3,0,1,1,1,0,1,3,0,0,3,2,2,0,0,1,0,pre_miRNA
URS0000D9F2CD/Brevibacterium,0,1,1,0,1,1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,1,3,2,2,2,3,2,5,0,2,1,1,0,1,0,0,2,3,5,2,1,1,2,1,0,1,3,0,0,2,0,0,0,1,1,0,0,1,1,1,0,2,2,0,pre_miRNA
URS0000DA1361/Acidobacteria,0,2,0,0,2,2,4,0,3,3,1,1,0,1,0,0,2,2,2,1,0,5,2,3,3,0,1,3,2,2,1,1,0,2,2,0,1,2,1,1,0,1,6,3,0,2,3,3,2,1,1,1,2,1,2,3,1,0,0,1,0,4,2,0,pre_miRNA
URS0000DA2D0D/Deltaproteobacteria,1,2,1,0,3,0,0,0,2,1,1,1,0,1,0,1,2,2,1,0,0,4,3,1,3,5,1,2,0,4,1,0,1,1,1,1,3,2,6,2,0,2,1,0,0,0,2,1,0,1,1,0,0,1,2,2,0,3,1,0,0,0,2,2,pre_miRNA
URS0000DA4895/Actinomadura,1,2,0,0,0,1,5,0,0,1,2,0,0,0,0,0,0,1,0,2,1,3,3,0,2,2,1,3,0,2,0,1,1,0,1,1,1,2,3,1,2,1,3,1,0,2,3,1,1,1,0,0,0,2,0,0,1,1,2,0,0,1,0,0,pre_miRNA
URS0000DA519A/Streptomyces,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,1,0,1,2,2,0,2,3,1,2,0,3,2,0,0,0,0,2,0,2,8,1,0,2,4,2,0,1,1,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,pre_miRNA
URS0000DA719C/Devosia,0,0,3,0,0,6,0,0,0,2,4,1,0,0,1,0,2,2,4,1,3,10,3,5,2,2,2,1,0,2,0,4,0,0,4,0,2,4,4,1,5,6,6,1,0,1,4,0,0,2,0,0,1,3,0,0,3,1,2,0,0,1,1,0,pre_miRNA
URS0000DA7266/Pseudomonas,0,2,1,1,3,3,6,0,2,2,3,0,0,2,0,2,1,2,2,2,1,2,6,2,1,2,3,2,1,1,4,2,3,2,3,1,1,1,0,3,4,4,4,3,2,3,2,2,1,1,2,1,1,2,1,2,2,4,1,1,2,1,0,0,pre_miRNA
URS0000DA7307/Microbacterium,0,1,0,0,0,4,0,2,0,0,3,0,0,0,0,0,2,1,0,0,1,1,4,4,3,2,5,2,0,4,3,1,0,2,1,0,0,7,5,1,3,2,1,2,0,6,0,0,0,1,2,1,0,1,2,1,2,1,3,0,0,0,0,0,pre_miRNA
URS0000DA8C51/Methylibium,1,0,1,0,0,4,0,2,2,1,1,0,0,0,0,0,0,1,0,0,2,2,3,0,2,4,8,2,0,5,1,1,0,2,1,2,1,5,5,1,2,2,6,1,0,1,2,0,0,1,1,1,0,2,3,0,0,0,1,0,0,0,0,0,pre_miRNA
URS0000DAAB30/Massilia,1,1,3,2,2,3,2,2,0,2,2,1,1,1,0,0,3,2,2,2,2,6,4,2,1,1,2,1,2,3,0,1,0,1,1,2,0,5,2,1,3,3,4,0,3,0,1,1,0,2,0,0,2,0,2,1,1,5,1,0,1,1,1,0,pre_miRNA
URS0000DAB279/Hymenobacter,0,0,0,1,1,2,2,2,4,2,2,1,0,1,0,0,1,0,3,0,1,1,3,3,2,2,2,2,1,4,3,3,1,2,2,2,3,1,3,0,1,3,2,1,2,5,1,0,0,1,4,1,0,3,2,3,0,2,1,2,0,1,0,3,pre_miRNA
URS0000DAD334/Pseudonocardia,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,2,1,0,1,2,7,1,2,1,2,3,0,6,1,0,0,3,1,0,1,3,8,1,0,3,3,1,0,3,2,0,0,1,0,0,0,0,0,2,2,2,2,4,0,1,0,0,pre_miRNA
URS0000DADC5D/Thioalkalivibrio,0,0,2,0,0,3,2,0,1,1,2,0,1,0,0,0,0,1,2,2,3,1,1,3,3,4,7,1,2,3,0,0,0,0,3,0,2,7,3,3,0,4,3,0,0,3,2,0,0,0,1,1,0,2,1,1,0,3,2,0,0,0,1,0,pre_miRNA
URS0000DB1A18/Planctomycetaceae,2,0,3,0,1,3,0,1,2,0,6,0,1,2,0,0,2,0,2,1,0,2,1,2,5,1,1,1,0,0,2,2,2,3,1,2,1,3,1,0,1,0,1,1,0,3,0,1,2,0,1,1,2,1,2,1,1,0,1,0,0,2,0,1,pre_miRNA
URS0000DB1AFC/Hymenobacter,0,0,0,2,0,4,2,0,0,0,1,0,0,2,0,1,0,2,1,1,0,2,3,1,6,0,5,0,0,1,0,0,4,2,0,0,0,6,2,0,0,0,5,4,0,4,0,1,0,0,0,0,0,1,3,0,2,0,3,0,0,1,0,0,pre_miRNA
URS0000DB4C1A/Massilia,0,1,2,1,0,2,2,0,0,1,3,3,0,2,1,1,1,2,1,2,3,6,5,1,2,2,1,1,1,3,0,1,2,0,2,2,1,5,2,1,2,3,9,0,3,0,2,0,1,1,0,0,1,1,2,0,0,3,2,3,1,0,1,0,pre_miRNA
URS0000DB5059/Arthrobacter,1,0,1,0,1,1,2,0,2,1,4,0,2,1,0,0,1,1,4,0,1,1,1,1,0,2,3,3,1,2,2,1,2,1,1,1,3,3,2,2,1,6,0,0,1,0,2,0,0,1,1,1,0,2,2,1,0,1,1,1,0,0,0,1,pre_miRNA
URS0000DB5623/Microbacterium,2,0,2,0,1,0,3,0,4,2,0,0,0,1,1,0,2,0,1,2,0,1,6,2,2,4,1,0,0,4,0,0,0,2,2,2,1,2,2,2,5,4,4,0,0,2,2,0,0,0,2,0,0,0,2,2,0,1,1,2,0,1,1,1,pre_miRNA
URS0000DB61A1/Massilia,0,1,0,0,0,1,2,1,2,2,1,2,0,1,3,1,1,2,1,2,1,4,4,2,2,2,1,2,0,3,2,2,2,1,3,2,1,5,2,1,4,2,7,1,0,1,3,1,0,0,1,1,3,2,2,0,1,4,3,0,0,1,0,0,pre_miRNA
URS0000DB649E/Streptomyces,0,2,1,0,1,2,2,0,0,0,2,2,0,0,0,1,1,1,0,0,1,4,2,0,4,7,5,0,0,0,0,1,4,3,0,0,2,2,5,0,0,0,6,1,0,1,2,1,0,0,1,0,0,1,1,2,0,1,0,0,0,1,1,0,pre_miRNA
URS0000DC1BE2/Acidovorax,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,14,0,0,0,0,0,12,1,1,0,1,0,1,0,0,14,0,0,0,0,0,12,0,0,0,2,0,2,0,12,0,0,0,1,pre_miRNA
URS0000DF4502/Bacillus,0,0,0,0,5,0,2,0,6,3,2,1,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,4,0,0,5,0,2,0,0,6,11,0,0,3,0,13,0,0,1,3,0,0,0,6,0,1,0,0,pre_miRNA
nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
URS000006F838/Thermoanaerobacter,17,2,1,0,1,2,0,0,1,0,2,0,0,0,0,2,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,2,0,9,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,2,0,2,0,1,9,miRNA
URS0000283DEC/Oscillatoriales,1,0,2,14,0,0,0,2,0,2,0,1,2,1,1,4,1,0,0,1,3,0,0,0,1,1,1,0,0,1,0,2,1,2,1,1,0,0,2,1,0,2,0,1,1,1,2,1,0,0,3,3,1,1,2,0,2,0,1,3,18,1,0,1,miRNA
URS000020C75E/Pseudomonas,1,0,0,1,0,1,1,0,1,2,4,0,1,0,0,0,2,0,1,1,0,1,1,2,2,4,0,1,0,1,0,1,1,0,3,0,1,3,3,2,1,2,0,0,1,1,3,0,0,0,2,0,0,1,2,0,0,2,1,0,0,0,0,0,miRNA
URS00002CF439/Capnocytophaga,3,1,0,2,1,1,1,1,1,3,2,2,1,1,2,3,1,1,0,2,1,1,1,1,3,1,1,0,1,2,1,0,1,1,2,0,2,0,1,4,2,1,1,0,2,2,1,2,2,1,5,2,1,0,2,0,2,1,0,1,0,1,1,2,miRNA
URS00002D2BC5/Rhizobium,0,0,2,0,0,3,0,1,0,1,2,0,0,1,0,1,1,2,0,0,1,1,3,1,2,3,1,0,0,1,0,2,0,1,2,0,1,1,1,1,2,1,2,3,3,1,1,1,0,0,2,1,0,1,2,1,0,0,2,1,0,2,0,0,miRNA
URS0000326346/Prevotella,3,1,1,2,1,1,0,3,3,0,5,1,2,3,5,2,3,0,0,3,1,3,0,2,0,0,0,0,4,1,0,1,3,0,5,0,1,1,0,2,2,0,1,4,2,0,2,1,4,4,2,2,1,2,0,1,3,1,1,2,0,2,0,2,miRNA
URS00002EE34B/Pseudomonas,2,1,1,3,0,2,1,3,2,1,1,0,1,0,1,1,1,1,0,1,1,2,0,1,1,5,0,1,2,1,1,3,0,1,5,0,1,0,2,2,1,1,0,1,0,3,2,0,2,0,0,0,2,1,2,1,0,2,3,0,1,0,0,2,miRNA
URS00003B57B0/Rivularia,5,0,6,3,1,0,1,5,2,0,8,0,2,6,3,1,4,0,0,0,0,4,0,3,0,0,0,0,4,3,0,2,4,0,6,1,0,0,0,0,14,0,8,3,1,0,0,0,2,6,3,2,1,0,0,6,0,0,1,1,2,2,0,5,miRNA
URS000035ED5D/Capnocytophaga,14,2,3,2,2,4,1,0,1,3,1,3,5,2,0,4,6,1,1,1,3,1,0,2,1,1,1,1,0,2,1,2,0,1,2,2,2,1,1,3,1,1,0,0,0,1,1,2,4,1,4,2,1,0,2,1,3,1,0,1,2,2,1,1,miRNA
URS00003E1E75/Capnocytophaga,2,1,1,0,1,2,0,0,3,1,2,1,1,1,0,1,1,0,1,0,1,0,1,2,3,1,1,2,0,1,1,3,1,1,0,1,2,1,1,3,0,1,0,0,0,1,3,4,0,3,3,1,1,1,1,1,0,1,1,2,0,2,3,5,miRNA
URS00003CFD19/Desulfobacter,4,0,1,1,1,1,1,0,1,1,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,2,4,1,1,3,1,0,0,2,1,0,0,0,2,0,0,4,miRNA
URS000053415E/Lachnospiraceae,3,1,4,2,3,1,1,2,3,2,1,0,2,2,1,1,1,2,1,1,2,0,1,0,3,0,3,0,1,0,0,2,0,3,2,0,2,1,0,2,0,0,0,0,1,0,0,2,5,1,0,1,2,0,0,0,0,2,0,1,0,2,0,1,miRNA
URS00003F18A8/Capnocytophaga,0,2,2,3,1,0,5,1,0,1,2,2,3,1,1,0,0,1,0,1,0,1,1,1,1,0,1,4,2,0,1,2,2,1,2,1,0,0,0,0,1,3,1,1,5,1,2,2,6,1,1,1,1,2,2,0,1,0,2,2,0,1,0,2,miRNA
URS00004159DF/Ralstonia,2,3,0,1,1,0,3,2,2,2,5,0,0,1,1,4,2,0,3,1,0,4,3,1,2,1,4,3,1,2,2,2,6,0,1,2,1,2,4,3,4,4,2,2,1,1,2,2,2,1,2,1,1,3,3,0,2,2,2,1,0,5,1,3,miRNA
URS000045437B/Prevotella,7,3,0,2,3,3,0,5,3,1,5,1,1,8,4,4,1,2,2,8,3,12,1,4,3,1,1,0,4,5,3,2,1,2,7,0,4,0,0,3,3,0,0,4,2,0,0,3,4,6,1,2,7,6,1,0,2,1,2,3,0,2,3,2,miRNA
URS000047E949/Prevotella,4,1,16,2,3,0,0,1,2,0,0,1,3,1,0,6,4,2,0,1,0,1,2,5,0,3,1,0,0,0,1,1,5,1,2,0,0,0,2,1,15,1,0,1,0,2,1,0,0,0,0,1,1,4,2,0,2,3,1,1,0,3,2,2,miRNA
URS00005255A8/Rhizobium,0,0,3,1,0,1,3,1,2,0,4,2,0,0,0,0,1,0,2,1,1,2,1,0,1,2,1,1,1,2,1,1,2,2,2,0,0,1,1,2,6,1,5,0,1,1,1,1,0,1,0,0,0,2,3,1,0,2,0,0,0,1,0,1,miRNA
URS000055B57E/Pseudomonas,5,0,2,2,2,2,2,0,1,3,0,0,1,0,3,0,1,1,2,2,2,1,4,2,1,2,3,2,0,0,2,0,1,0,3,1,2,0,1,3,3,2,1,2,2,3,1,0,0,2,2,0,0,1,0,1,1,4,1,0,2,2,0,1,miRNA
URS000057EBF6/Moorea,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,miRNA
URS0000655ADD/Frankia,0,2,0,0,1,3,0,1,1,0,0,2,0,2,0,0,1,2,0,0,0,4,2,2,3,2,7,1,0,2,1,0,0,0,4,1,0,3,5,1,1,0,3,1,4,3,0,1,0,0,1,1,0,0,4,1,0,4,1,1,0,0,0,0,miRNA
URS0000669483/Sorangium,0,0,0,2,0,1,2,4,0,2,0,0,0,0,0,0,0,0,0,4,0,2,2,0,4,6,6,3,0,0,2,0,0,0,2,2,4,3,9,0,2,2,1,0,0,6,0,0,0,0,1,0,0,2,0,0,0,2,2,0,0,3,4,0,miRNA
URS00005C93BE/Pseudomonas,1,0,1,1,0,1,3,1,1,1,1,0,0,1,0,0,1,1,1,2,0,1,4,1,4,5,2,1,1,1,0,1,0,0,3,0,0,5,3,2,1,3,1,2,1,4,2,0,0,0,0,1,1,1,2,1,0,1,5,0,1,0,0,0,miRNA
URS0000674681/Streptomyces,0,0,2,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,1,3,0,0,2,1,0,0,1,1,0,2,3,1,1,1,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,miRNA
URS0000609D73/Pseudomonas,1,2,0,0,4,2,3,0,3,1,1,0,0,0,1,0,1,0,3,1,0,2,2,0,0,4,1,3,0,1,2,1,0,2,3,1,2,2,3,0,4,1,3,0,0,1,3,1,2,1,0,1,0,1,0,1,1,3,0,1,0,0,0,0,miRNA
URS00005684F2/Xanthomonas,6,1,1,1,2,5,0,1,1,0,2,0,1,6,1,0,6,2,0,2,3,2,0,0,0,0,1,1,0,0,1,1,2,0,0,5,1,0,0,0,4,1,0,0,0,0,0,4,0,0,1,0,1,2,3,1,0,2,4,0,0,1,1,3,miRNA
URS0000613847/Pseudomonas,2,0,2,1,1,1,1,3,3,1,1,1,1,0,0,0,2,1,1,1,1,3,0,1,1,5,0,1,1,2,1,2,1,1,5,0,1,1,1,2,1,1,0,1,0,3,2,0,0,0,0,0,1,2,3,1,1,1,2,0,1,0,1,2,miRNA
URS00006A857B/Sphingomonas,0,0,0,1,2,3,0,2,1,1,1,0,0,0,0,0,0,1,2,0,0,7,7,3,2,6,8,0,0,8,1,0,0,1,1,2,1,3,5,4,3,1,3,0,0,3,1,0,0,1,0,1,0,5,1,1,1,0,1,2,0,3,0,0,miRNA
URS00007F06D9/Candidatus,1,1,0,1,3,1,0,1,3,2,0,1,0,0,3,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,2,0,0,0,1,0,0,1,1,2,3,0,2,1,1,5,1,0,1,0,1,1,0,1,0,0,1,1,miRNA
URS0000ADC386/Curtobacterium,0,1,0,1,1,1,0,0,0,2,3,0,1,0,0,0,2,2,0,0,0,3,5,0,1,1,3,2,0,3,1,0,1,2,1,0,1,4,4,1,2,3,3,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,miRNA
URS0000705BBA/Streptomyces,0,1,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,3,0,1,4,5,3,1,1,1,0,0,1,1,2,2,3,2,1,2,0,2,2,1,1,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,1,0,0,miRNA
URS0000AF0259/Curtobacterium,0,0,0,0,1,1,1,0,0,2,1,1,0,0,1,0,0,2,0,0,0,3,6,0,3,2,3,2,0,4,1,0,0,2,1,1,2,4,4,1,1,4,4,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,miRNA
URS0000702B0E/Spirosoma,2,2,0,1,0,2,3,2,3,1,1,1,1,0,1,3,2,0,0,0,0,3,1,2,3,4,8,1,1,4,2,3,1,2,2,2,3,6,6,1,3,2,3,0,1,2,2,0,3,2,2,1,0,0,3,2,0,3,2,2,0,1,1,2,miRNA
URS000071FD08/Streptomyces,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,1,0,0,0,5,2,1,1,2,3,2,2,1,0,1,1,2,2,0,1,4,2,0,1,1,5,2,0,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,miRNA
